eval_id,learner_id,audience,group,level,role,organization,pronouns,sexuality,ethnicity,registration_id,offering_id,learning_product,module,date_stamp,current_skill,desired_skill,final_skill,recommend,rating,clear,entertaining,relevant,informative,useful,inclusive,easy,difficult,long,short,lo_1,lo_2
70040,40,Employee,CR,1,ComputerScience,DFO,SheHer,Heterosexual,NoAnswer,40,778,I501,101,2020-06-00,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70040,40,Employee,CR,1,ComputerScience,DFO,SheHer,Heterosexual,NoAnswer,40,778,I501,102,2020-06-00,3,5,3,false,4,false,false,true,false,false,false,false,false,false,false,NotMeet,Meet
70041,41,Specialist,PE,1,ComputerScience,PSC,TheyThem,Heterosexual,NoAnswer,41,778,I501,101,2020-06-00,5,7,5,false,4,true,true,true,false,true,false,false,false,false,false,Meet,NotMeet
70041,41,Specialist,PE,1,ComputerScience,PSC,TheyThem,Heterosexual,NoAnswer,41,778,I501,102,2020-06-00,5,7,5,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70042,42,Specialist,IS,3,Science,CRA,NoAnswer,Heterosexual,Caucasian,42,778,I501,101,2020-06-00,7,9,7,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70042,42,Specialist,IS,3,Science,CRA,NoAnswer,Heterosexual,Caucasian,42,778,I501,102,2020-06-00,7,9,7,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70043,43,Manager,IS,4,Legal,ESDC,NoAnswer,Heterosexual,Caucasian,43,778,I501,101,2020-06-00,4,6,4,false,4,false,false,false,false,false,false,false,false,false,false,Exceeded,Meet
70043,43,Manager,IS,4,Legal,ESDC,NoAnswer,Heterosexual,Caucasian,43,778,I501,102,2020-06-00,4,6,5,true,6,false,false,false,true,true,true,false,false,false,false,NotMeet,Meet
70044,44,Employee,CR,2,Regulatory,ISED,NoAnswer,NoAnswer,Maui,44,778,I501,101,2020-06-00,2,4,2,true,6,false,false,false,false,false,false,false,false,false,false,Exceeded,Exceeded
70044,44,Employee,CR,2,Regulatory,ISED,NoAnswer,NoAnswer,Maui,44,778,I501,102,2020-06-00,2,4,3,false,5,false,false,false,false,false,true,false,false,false,false,NotMeet,NotMeet
70045,45,Employee,IS,1,Legal,ESDC,TheyThem,Heterosexual,Caucasian,45,778,I501,101,2020-06-00,5,7,5,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70045,45,Employee,IS,1,Legal,ESDC,TheyThem,Heterosexual,Caucasian,45,778,I501,102,2020-06-00,5,7,5,false,5,false,true,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70046,46,Specialist,PM,4,Research,PSPC,HeHim,Heterosexual,Black,46,778,I501,101,2020-06-00,5,7,5,false,3,true,false,true,false,false,false,false,false,false,false,NotMeet,Meet
70046,46,Specialist,PM,4,Research,PSPC,HeHim,Heterosexual,Black,46,778,I501,102,2020-06-00,5,7,5,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70047,47,Employee,EC,3,Administrative,StatsCan,TheyThem,NoAnswer,Asian,47,778,I501,101,2020-06-00,2,4,2,true,8,false,true,false,false,false,true,false,false,false,false,NotMeet,NotMeet
70047,47,Employee,EC,3,Administrative,StatsCan,TheyThem,NoAnswer,Asian,47,778,I501,102,2020-06-00,2,4,3,true,10,false,false,false,true,true,true,false,false,false,false,NotMeet,Exceeded
70048,48,Leader,PM,4,All,DFO,NoAnswer,Heterosexual,Caucasian,48,778,I501,101,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70048,48,Leader,PM,4,All,DFO,NoAnswer,Heterosexual,Caucasian,48,778,I501,102,2020-06-00,2,4,3,true,7,false,false,true,false,true,false,false,false,false,false,NotMeet,NotMeet
70049,49,Leader,IS,2,Audit,IRCC,HeHim,Homosexual,Maui,49,778,I501,101,2020-06-00,3,6,3,true,6,false,true,false,false,false,false,false,false,false,false,NotMeet,Meet
70049,49,Leader,IS,2,Audit,IRCC,HeHim,Homosexual,Maui,49,778,I501,102,2020-06-00,3,6,4,true,10,true,false,false,false,true,false,false,false,false,false,Exceeded,NotMeet
70050,50,Leader,AS,5,Security,ISED,NoAnswer,NoAnswer,Indigenous,50,778,I501,101,2020-06-00,1,3,1,false,3,false,true,true,false,false,false,false,false,false,false,Exceeded,NotMeet
70050,50,Leader,AS,5,Security,ISED,NoAnswer,NoAnswer,Indigenous,50,778,I501,102,2020-06-00,1,3,1,false,3,false,false,false,false,false,true,false,false,false,false,NotMeet,NotMeet
70051,51,SeniorLeader,AS,5,Legal,PS,SheHer,Heterosexual,Maui,51,778,I501,101,2020-06-00,0,2,0,false,4,true,true,false,false,true,false,false,false,false,false,NotMeet,Meet
70051,51,SeniorLeader,AS,5,Legal,PS,SheHer,Heterosexual,Maui,51,778,I501,102,2020-06-00,0,2,1,true,8,false,false,false,true,false,true,false,false,false,false,NotMeet,NotMeet
70052,52,Leader,CR,2,Administrative,FIN,TheyThem,Heterosexual,Caucasian,52,778,I501,101,2020-06-00,7,10,7,true,7,false,false,false,false,false,true,false,false,false,false,NotMeet,Exceeded
70052,52,Leader,CR,2,Administrative,FIN,TheyThem,Heterosexual,Caucasian,52,778,I501,102,2020-06-00,7,10,8,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70053,53,SeniorLeader,LotsMore,5,ComputerScience,CBSA,HeHim,Heterosexual,Indigenous,53,778,I501,101,2020-06-00,0,2,0,false,4,false,true,true,true,true,true,false,false,false,false,Exceeded,NotMeet
70053,53,SeniorLeader,LotsMore,5,ComputerScience,CBSA,HeHim,Heterosexual,Indigenous,53,778,I501,102,2020-06-00,0,2,0,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70054,54,Specialist,PM,1,Administrative,NRCan,SheHer,Heterosexual,Caucasian,54,778,I501,101,2020-06-00,0,4,0,true,8,true,false,false,false,false,false,false,false,false,false,Exceeded,Meet
70054,54,Specialist,PM,1,Administrative,NRCan,SheHer,Heterosexual,Caucasian,54,778,I501,102,2020-06-00,0,4,1,false,3,false,true,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70055,55,Manager,EC,5,Administrative,ESDC,HeHim,Heterosexual,Indigenous,55,778,I501,101,2020-06-00,2,4,2,true,8,true,true,true,true,true,false,false,false,false,false,Meet,Exceeded
70055,55,Manager,EC,5,Administrative,ESDC,HeHim,Heterosexual,Indigenous,55,778,I501,102,2020-06-00,2,4,3,true,7,true,true,true,true,true,true,false,false,false,false,Exceeded,Exceeded
70056,56,Employee,PM,3,All,CSPS,TheyThem,Heterosexual,NoAnswer,56,778,I501,101,2020-06-00,5,7,5,true,6,false,false,true,false,true,false,false,false,false,false,NotMeet,NotMeet
70056,56,Employee,PM,3,All,CSPS,TheyThem,Heterosexual,NoAnswer,56,778,I501,102,2020-06-00,5,7,6,true,10,false,true,false,false,true,true,false,false,false,false,NotMeet,NotMeet
70057,57,Leader,PE,4,Regulatory,ESDC,NoAnswer,Heterosexual,Caucasian,57,778,I501,101,2020-06-00,0,2,0,false,4,false,true,true,true,true,true,false,false,false,false,NotMeet,NotMeet
70057,57,Leader,PE,4,Regulatory,ESDC,NoAnswer,Heterosexual,Caucasian,57,778,I501,102,2020-06-00,0,2,1,true,7,true,false,false,false,false,true,false,false,false,false,Exceeded,Meet
70058,58,Specialist,EC,3,Science,ISED,TheyThem,Heterosexual,Indigenous,58,778,I501,101,2020-06-00,2,4,2,true,7,false,true,false,false,false,false,false,false,false,false,Exceeded,Exceeded
70058,58,Specialist,EC,3,Science,ISED,TheyThem,Heterosexual,Indigenous,58,778,I501,102,2020-06-00,2,4,3,true,7,true,true,true,false,true,true,false,false,false,false,Meet,Exceeded
70059,59,Manager,PE,4,Operations,NRCan,SheHer,Heterosexual,Maui,59,778,I501,101,2020-06-00,1,3,1,true,9,false,true,false,false,false,true,false,false,false,false,Exceeded,Exceeded
70059,59,Manager,PE,4,Operations,NRCan,SheHer,Heterosexual,Maui,59,778,I501,102,2020-06-00,1,3,2,false,3,true,true,false,true,true,false,false,false,false,false,NotMeet,Exceeded
70060,60,SeniorLeader,PM,3,Legal,DFO,NoAnswer,Heterosexual,Indigenous,60,778,I501,101,2020-06-00,4,6,4,true,6,true,true,false,true,false,false,false,false,false,false,Exceeded,NotMeet
70060,60,SeniorLeader,PM,3,Legal,DFO,NoAnswer,Heterosexual,Indigenous,60,778,I501,102,2020-06-00,4,6,4,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70061,61,SeniorLeader,FB,4,Administrative,TBS,SheHer,Heterosexual,Black,61,778,I501,101,2020-06-00,1,3,1,false,5,true,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70061,61,SeniorLeader,FB,4,Administrative,TBS,SheHer,Heterosexual,Black,61,778,I501,102,2020-06-00,1,3,2,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70062,62,Manager,CR,3,Operations,StatsCan,TheyThem,Heterosexual,Maui,62,778,I501,101,2020-06-00,1,5,1,false,3,false,false,false,false,true,false,false,false,false,false,Meet,Meet
70062,62,Manager,CR,3,Operations,StatsCan,TheyThem,Heterosexual,Maui,62,778,I501,102,2020-06-00,1,5,1,false,3,false,false,false,false,true,false,false,false,false,false,NotMeet,Exceeded
70063,63,Manager,PE,4,Finance,PS,TheyThem,Heterosexual,NoAnswer,63,778,I501,101,2020-06-00,1,3,1,true,8,false,false,false,false,true,true,false,false,false,false,Meet,NotMeet
70063,63,Manager,PE,4,Finance,PS,TheyThem,Heterosexual,NoAnswer,63,778,I501,102,2020-06-00,1,3,2,true,10,true,false,true,false,false,true,false,false,false,false,Exceeded,Exceeded
70064,64,SeniorLeader,PM,4,Security,CRA,SheHer,NoAnswer,NoAnswer,64,778,I501,101,2020-06-00,3,5,3,false,5,false,true,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70064,64,SeniorLeader,PM,4,Security,CRA,SheHer,NoAnswer,NoAnswer,64,778,I501,102,2020-06-00,3,5,4,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70065,65,Specialist,PM,1,Research,IRCC,SheHer,Heterosexual,NoAnswer,65,778,I501,101,2020-06-00,2,4,2,false,4,false,false,false,false,false,true,false,false,false,false,NotMeet,NotMeet
70065,65,Specialist,PM,1,Research,IRCC,SheHer,Heterosexual,NoAnswer,65,778,I501,102,2020-06-00,2,4,2,false,4,false,false,true,false,true,true,false,false,false,false,Exceeded,NotMeet
70066,66,Employee,CR,5,Policy,PSPC,NoAnswer,Heterosexual,Caucasian,66,778,I501,101,2020-06-00,2,4,2,true,7,true,true,true,false,false,false,false,false,false,false,Meet,NotMeet
70066,66,Employee,CR,5,Policy,PSPC,NoAnswer,Heterosexual,Caucasian,66,778,I501,102,2020-06-00,2,4,3,true,9,true,true,true,false,true,true,false,false,false,false,NotMeet,Exceeded
70067,67,Leader,LotsMore,1,Security,DFO,TheyThem,Heterosexual,Indigenous,67,778,I501,101,2020-06-00,1,3,1,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70067,67,Leader,LotsMore,1,Security,DFO,TheyThem,Heterosexual,Indigenous,67,778,I501,102,2020-06-00,1,3,2,true,7,true,false,true,true,true,false,false,false,false,false,Exceeded,Exceeded
70068,68,Manager,FB,6,Research,PSPC,TheyThem,NoAnswer,Caucasian,68,778,I501,101,2020-06-00,3,5,3,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70068,68,Manager,FB,6,Research,PSPC,TheyThem,NoAnswer,Caucasian,68,778,I501,102,2020-06-00,3,5,3,false,3,false,false,true,true,false,false,false,false,false,false,NotMeet,NotMeet
70069,69,Employee,FB,4,HumanResources,TBS,SheHer,Heterosexual,NoAnswer,69,778,I501,101,2020-06-00,0,2,0,false,3,true,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70069,69,Employee,FB,4,HumanResources,TBS,SheHer,Heterosexual,NoAnswer,69,778,I501,102,2020-06-00,0,2,1,true,9,false,true,false,false,false,true,false,false,false,false,Meet,NotMeet
