id,group,level,pronouns,sexuality,ethnicity,offering,learning_product,module,date_stamp,current_skill,desired_skill,final_skill,recommend,rating,clear,entertaining,relevant,informative,useful,inclusive,easy,difficult,long,short,lo_1,lo_2
70034,AS,6,HeHim,Heterosexual,Black,778,I501,102,2020-06-00,4,6,4,false,3,false,false,true,false,false,true,false,false,false,false,NotMeet,Exceeded
70035,PE,4,SheHer,Heterosexual,Maui,778,I501,101,2020-06-00,3,6,3,false,5,true,true,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70035,PE,4,SheHer,Heterosexual,Maui,778,I501,102,2020-06-00,3,6,3,false,4,false,false,false,false,false,false,false,false,false,false,Exceeded,Exceeded
70036,EC,6,NoAnswer,Homosexual,Maui,778,I501,101,2020-06-00,3,5,3,true,8,true,true,false,false,false,false,false,false,false,false,Meet,NotMeet
70036,EC,6,NoAnswer,Homosexual,Maui,778,I501,102,2020-06-00,3,5,4,true,10,false,true,true,false,true,false,false,false,false,false,NotMeet,Exceeded
70037,CR,5,SheHer,Heterosexual,Asian,778,I501,101,2020-06-00,4,6,4,false,3,false,false,false,false,false,false,false,false,false,false,Meet,Exceeded
70037,CR,5,SheHer,Heterosexual,Asian,778,I501,102,2020-06-00,4,6,4,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70038,EC,2,TheyThem,Heterosexual,Black,778,I501,101,2020-06-00,3,5,3,true,7,false,false,true,true,true,false,false,false,false,false,Exceeded,Exceeded
70038,EC,2,TheyThem,Heterosexual,Black,778,I501,102,2020-06-00,3,5,4,true,7,false,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70039,PM,6,SheHer,NoAnswer,Asian,778,I501,101,2020-06-00,5,7,5,true,8,true,false,true,false,true,false,false,false,false,false,Meet,Exceeded
70039,PM,6,SheHer,NoAnswer,Asian,778,I501,102,2020-06-00,5,7,6,false,5,false,true,false,true,true,true,false,false,false,false,Meet,Meet
70040,LotsMore,3,HeHim,Heterosexual,Caucasian,778,I501,101,2020-06-00,3,7,3,false,4,true,false,false,true,true,false,false,false,false,false,NotMeet,Exceeded
70040,LotsMore,3,HeHim,Heterosexual,Caucasian,778,I501,102,2020-06-00,3,7,4,true,6,false,true,true,false,false,false,false,false,false,false,Exceeded,Exceeded
70041,IS,3,NoAnswer,NoAnswer,Maui,778,I501,101,2020-06-00,0,4,0,true,6,true,false,false,false,true,true,false,false,false,false,NotMeet,Exceeded
70041,IS,3,NoAnswer,NoAnswer,Maui,778,I501,102,2020-06-00,0,4,1,true,10,false,true,false,true,true,true,false,false,false,false,Exceeded,Exceeded
70042,CR,6,TheyThem,Heterosexual,NoAnswer,778,I501,101,2020-06-00,0,2,0,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70042,CR,6,TheyThem,Heterosexual,NoAnswer,778,I501,102,2020-06-00,0,2,0,false,4,false,false,false,true,false,false,false,false,false,false,Exceeded,Meet
70043,FB,5,HeHim,Heterosexual,Asian,778,I501,101,2020-06-00,5,7,5,true,8,false,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70043,FB,5,HeHim,Heterosexual,Asian,778,I501,102,2020-06-00,5,7,6,true,10,true,false,true,true,false,true,false,false,false,false,Exceeded,Exceeded
70044,EC,3,NoAnswer,Homosexual,Indigenous,778,I501,101,2020-06-00,0,2,0,false,5,true,false,false,false,false,false,false,false,false,false,Meet,Exceeded
70044,EC,3,NoAnswer,Homosexual,Indigenous,778,I501,102,2020-06-00,0,2,0,false,4,false,true,false,false,false,true,false,false,false,false,NotMeet,Exceeded
70045,IS,4,HeHim,Homosexual,Asian,778,I501,101,2020-06-00,0,2,0,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70045,IS,4,HeHim,Homosexual,Asian,778,I501,102,2020-06-00,0,2,0,false,3,false,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70046,LotsMore,4,NoAnswer,NoAnswer,Maui,778,I501,101,2020-06-00,0,2,0,true,6,false,false,false,true,false,false,false,false,false,false,NotMeet,Exceeded
70046,LotsMore,4,NoAnswer,NoAnswer,Maui,778,I501,102,2020-06-00,0,2,1,false,4,false,true,false,true,true,false,false,false,false,false,NotMeet,NotMeet
70047,PE,6,HeHim,Homosexual,Maui,778,I501,101,2020-06-00,2,5,2,false,5,false,false,false,false,false,false,false,false,false,false,Exceeded,Exceeded
70047,PE,6,HeHim,Homosexual,Maui,778,I501,102,2020-06-00,2,5,3,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70048,FB,4,NoAnswer,Heterosexual,Indigenous,778,I501,101,2020-06-00,2,4,3,true,10,true,false,true,false,false,false,false,false,false,false,Exceeded,Meet
70048,FB,4,NoAnswer,Heterosexual,Indigenous,778,I501,102,2020-06-00,2,4,3,true,6,false,false,false,false,false,true,false,false,false,false,NotMeet,Exceeded
70049,PM,4,SheHer,Homosexual,NoAnswer,778,I501,101,2020-06-00,3,5,3,false,3,false,false,true,false,false,false,false,false,false,false,Exceeded,Exceeded
70049,PM,4,SheHer,Homosexual,NoAnswer,778,I501,102,2020-06-00,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70050,IS,3,NoAnswer,Heterosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,true,8,true,false,false,true,true,false,false,false,false,false,NotMeet,Exceeded
70050,IS,3,NoAnswer,Heterosexual,Caucasian,778,I501,102,2020-06-00,1,3,2,true,10,true,true,true,false,false,true,false,false,false,false,Exceeded,NotMeet
70051,IS,3,HeHim,Heterosexual,Asian,778,I501,101,2020-06-00,4,6,4,true,7,false,false,false,true,false,true,false,false,false,false,Meet,NotMeet
70051,IS,3,HeHim,Heterosexual,Asian,778,I501,102,2020-06-00,4,6,5,true,10,true,true,true,true,false,true,false,false,false,false,Exceeded,Exceeded
70052,FB,5,SheHer,Heterosexual,Black,778,I501,101,2020-06-00,0,2,0,false,5,false,true,false,false,true,false,false,false,false,false,NotMeet,NotMeet
70052,FB,5,SheHer,Heterosexual,Black,778,I501,102,2020-06-00,0,2,1,true,7,false,true,true,true,false,true,false,false,false,false,Meet,Meet
70053,FB,3,SheHer,Heterosexual,Caucasian,778,I501,101,2020-06-00,5,7,5,true,8,true,false,false,false,true,false,false,false,false,false,Exceeded,Meet
70053,FB,3,SheHer,Heterosexual,Caucasian,778,I501,102,2020-06-00,5,7,6,false,3,false,false,false,false,true,false,false,false,false,false,NotMeet,NotMeet
70054,LotsMore,6,SheHer,Heterosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,false,5,false,false,false,true,false,false,false,false,false,false,Exceeded,NotMeet
70054,LotsMore,6,SheHer,Heterosexual,Caucasian,778,I501,102,2020-06-00,1,3,2,true,9,false,true,true,true,false,true,false,false,false,false,Meet,Exceeded
70055,LotsMore,5,SheHer,Heterosexual,Black,778,I501,101,2020-06-00,0,2,0,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70055,LotsMore,5,SheHer,Heterosexual,Black,778,I501,102,2020-06-00,0,2,0,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70056,PE,1,TheyThem,Bisexual,Caucasian,778,I501,101,2020-06-00,1,3,1,true,6,false,false,false,false,true,false,false,false,false,false,NotMeet,Meet
70056,PE,1,TheyThem,Bisexual,Caucasian,778,I501,102,2020-06-00,1,3,2,true,8,false,true,true,true,true,true,false,false,false,false,Exceeded,Meet
70057,AS,3,NoAnswer,Heterosexual,Caucasian,778,I501,101,2020-06-00,1,3,2,true,10,false,false,false,true,true,false,false,false,false,false,Exceeded,Exceeded
70057,AS,3,NoAnswer,Heterosexual,Caucasian,778,I501,102,2020-06-00,1,3,2,false,5,false,true,false,false,true,false,false,false,false,false,NotMeet,NotMeet
70058,IS,2,SheHer,Homosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,false,3,true,false,false,true,false,false,false,false,false,false,NotMeet,Exceeded
70058,IS,2,SheHer,Homosexual,Caucasian,778,I501,102,2020-06-00,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70059,IS,1,NoAnswer,Homosexual,Indigenous,778,I501,101,2020-06-00,4,6,4,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70059,IS,1,NoAnswer,Homosexual,Indigenous,778,I501,102,2020-06-00,4,6,5,true,8,false,true,true,false,false,false,false,false,false,false,NotMeet,NotMeet
70060,EC,3,TheyThem,Heterosexual,NoAnswer,778,I501,101,2020-06-00,2,4,2,false,3,false,false,false,true,false,true,false,false,false,false,Meet,Exceeded
70060,EC,3,TheyThem,Heterosexual,NoAnswer,778,I501,102,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70061,FB,6,SheHer,Homosexual,Caucasian,778,I501,101,2020-06-00,2,4,3,true,10,true,false,false,false,true,false,false,false,false,false,Meet,NotMeet
70061,FB,6,SheHer,Homosexual,Caucasian,778,I501,102,2020-06-00,2,4,3,false,3,false,false,true,false,false,false,false,false,false,false,NotMeet,NotMeet
70062,AS,3,NoAnswer,NoAnswer,Black,778,I501,101,2020-06-00,4,6,5,true,10,true,false,false,true,false,true,false,false,false,false,Exceeded,Exceeded
70062,AS,3,NoAnswer,NoAnswer,Black,778,I501,102,2020-06-00,4,6,5,true,8,false,true,true,true,true,true,false,false,false,false,Exceeded,Exceeded
70063,FB,5,NoAnswer,Heterosexual,Asian,778,I501,101,2020-06-00,2,6,2,true,9,true,false,true,true,true,false,false,false,false,false,Exceeded,Meet
70063,FB,5,NoAnswer,Heterosexual,Asian,778,I501,102,2020-06-00,2,6,3,true,7,false,false,true,false,false,false,false,false,false,false,Exceeded,Meet
70064,IS,4,NoAnswer,Heterosexual,Maui,778,I501,101,2020-06-00,5,7,5,true,6,false,true,false,true,true,true,false,false,false,false,Exceeded,Meet
70064,IS,4,NoAnswer,Heterosexual,Maui,778,I501,102,2020-06-00,5,7,6,true,8,false,true,false,true,false,true,false,false,false,false,Exceeded,Exceeded
70065,FB,1,TheyThem,Homosexual,Caucasian,778,I501,101,2020-06-00,0,2,1,true,10,true,true,true,true,false,false,false,false,false,false,Exceeded,Meet
70065,FB,1,TheyThem,Homosexual,Caucasian,778,I501,102,2020-06-00,0,2,1,true,7,false,true,false,true,false,false,false,false,false,false,NotMeet,Exceeded
70066,PM,1,SheHer,Heterosexual,Black,778,I501,101,2020-06-00,3,5,3,true,8,true,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70066,PM,1,SheHer,Heterosexual,Black,778,I501,102,2020-06-00,3,5,4,false,3,false,false,false,true,false,false,false,false,false,false,NotMeet,NotMeet
70067,IS,2,HeHim,NoAnswer,Indigenous,778,I501,101,2020-06-00,1,3,2,true,10,false,false,false,false,true,false,false,false,false,false,NotMeet,Exceeded
70067,IS,2,HeHim,NoAnswer,Indigenous,778,I501,102,2020-06-00,1,3,3,true,10,false,false,true,true,false,true,false,false,false,false,Exceeded,Exceeded
70068,CR,3,SheHer,Heterosexual,Caucasian,778,I501,101,2020-06-00,3,5,3,true,7,false,false,true,true,false,false,false,false,false,false,Exceeded,Exceeded
70068,CR,3,SheHer,Heterosexual,Caucasian,778,I501,102,2020-06-00,3,5,4,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70069,PM,5,TheyThem,Bisexual,Caucasian,778,I501,101,2020-06-00,4,8,4,true,6,false,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70069,PM,5,TheyThem,Bisexual,Caucasian,778,I501,102,2020-06-00,4,8,4,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70070,PE,2,TheyThem,Homosexual,Indigenous,778,I501,101,2020-06-00,1,3,1,true,6,false,false,false,false,true,false,false,false,false,false,NotMeet,NotMeet
70070,PE,2,TheyThem,Homosexual,Indigenous,778,I501,102,2020-06-00,1,3,1,false,3,true,false,false,false,true,false,false,false,false,false,NotMeet,NotMeet
70071,AS,1,HeHim,Heterosexual,Indigenous,778,I501,101,2020-06-00,2,4,2,true,6,true,true,false,true,false,false,false,false,false,false,Exceeded,NotMeet
70071,AS,1,HeHim,Heterosexual,Indigenous,778,I501,102,2020-06-00,2,4,2,false,3,false,false,true,false,false,false,false,false,false,false,Exceeded,Meet
70072,AS,1,SheHer,Heterosexual,Maui,778,I501,101,2020-06-00,3,5,4,true,10,true,false,true,false,true,false,false,false,false,false,Exceeded,Exceeded
70072,AS,1,SheHer,Heterosexual,Maui,778,I501,102,2020-06-00,3,5,4,false,5,false,false,true,false,true,false,false,false,false,false,Exceeded,Exceeded
70073,PM,5,SheHer,NoAnswer,Asian,778,I501,101,2020-06-00,5,7,5,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70073,PM,5,SheHer,NoAnswer,Asian,778,I501,102,2020-06-00,5,7,6,true,7,false,false,true,false,false,true,false,false,false,false,NotMeet,Meet
70074,AS,1,TheyThem,Heterosexual,Caucasian,778,I501,101,2020-06-00,5,7,5,false,4,false,false,false,true,true,true,false,false,false,false,Meet,Exceeded
70074,AS,1,TheyThem,Heterosexual,Caucasian,778,I501,102,2020-06-00,5,7,5,false,3,false,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70075,AS,2,HeHim,Heterosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,true,7,false,false,false,false,false,false,false,false,false,false,Meet,Exceeded
70075,AS,2,HeHim,Heterosexual,Caucasian,778,I501,102,2020-06-00,1,3,2,true,7,true,true,false,true,true,true,false,false,false,false,NotMeet,Exceeded
70076,EC,5,SheHer,Heterosexual,NoAnswer,778,I501,101,2020-06-00,1,4,1,true,7,true,false,false,false,false,true,false,false,false,false,NotMeet,Exceeded
70076,EC,5,SheHer,Heterosexual,NoAnswer,778,I501,102,2020-06-00,1,4,2,false,4,false,true,false,false,false,false,false,false,false,false,Exceeded,Exceeded
70077,PM,2,HeHim,Heterosexual,Maui,778,I501,101,2020-06-00,3,5,3,false,5,true,true,true,false,false,false,false,false,false,false,Exceeded,Meet
70077,PM,2,HeHim,Heterosexual,Maui,778,I501,102,2020-06-00,3,5,4,true,10,false,true,true,true,true,true,false,false,false,false,NotMeet,Exceeded
70078,PM,6,NoAnswer,NoAnswer,Caucasian,778,I501,101,2020-06-00,1,3,1,true,6,false,false,false,true,true,false,false,false,false,false,NotMeet,Exceeded
70078,PM,6,NoAnswer,NoAnswer,Caucasian,778,I501,102,2020-06-00,1,3,2,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70079,LotsMore,3,NoAnswer,Homosexual,Asian,778,I501,101,2020-06-00,7,9,8,true,10,false,false,false,false,false,false,false,false,false,false,Exceeded,Exceeded
70079,LotsMore,3,NoAnswer,Homosexual,Asian,778,I501,102,2020-06-00,7,9,9,true,10,false,true,true,true,true,true,false,false,false,false,Exceeded,Exceeded
70080,FB,3,HeHim,Heterosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,true,8,false,false,false,true,false,true,false,false,false,false,Exceeded,Meet
70080,FB,3,HeHim,Heterosexual,Caucasian,778,I501,102,2020-06-00,1,3,2,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70081,AS,1,HeHim,Heterosexual,Maui,778,I501,101,2020-06-00,6,8,6,false,5,false,false,true,true,false,false,false,false,false,false,Meet,NotMeet
70081,AS,1,HeHim,Heterosexual,Maui,778,I501,102,2020-06-00,6,8,6,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70082,AS,4,SheHer,Heterosexual,NoAnswer,778,I501,101,2020-06-00,0,2,0,false,3,true,false,true,false,false,false,false,false,false,false,Exceeded,NotMeet
70082,AS,4,SheHer,Heterosexual,NoAnswer,778,I501,102,2020-06-00,0,2,1,true,9,false,true,true,true,true,true,false,false,false,false,Exceeded,NotMeet
70083,PE,2,TheyThem,Heterosexual,NoAnswer,778,I501,101,2020-06-00,4,8,4,true,6,false,false,true,false,false,false,false,false,false,false,NotMeet,Exceeded
70083,PE,2,TheyThem,Heterosexual,NoAnswer,778,I501,102,2020-06-00,4,8,5,true,9,false,true,false,true,false,false,false,false,false,false,Exceeded,Exceeded
70084,CR,5,TheyThem,Homosexual,NoAnswer,778,I501,101,2020-06-00,1,4,2,true,10,true,true,true,true,true,false,false,false,false,false,NotMeet,NotMeet
70084,CR,5,TheyThem,Homosexual,NoAnswer,778,I501,102,2020-06-00,1,4,3,true,10,false,true,true,true,true,true,false,false,false,false,NotMeet,Meet
70085,LotsMore,2,HeHim,Heterosexual,Indigenous,778,I501,101,2020-06-00,7,9,8,true,10,false,false,true,true,true,false,false,false,false,false,Exceeded,Meet
70085,LotsMore,2,HeHim,Heterosexual,Indigenous,778,I501,102,2020-06-00,7,9,8,true,8,false,true,false,true,true,true,false,false,false,false,Meet,Exceeded
